,zVIX,zCRED,zMOVE,zDXY,composite_eqw,composite_pca1,state_eqw,state_pca1
2007-05-30,,,,,,,,
2007-05-31,,,,,,,,
2007-06-01,,,,,,,,
2007-06-04,,,,,,,,
2007-06-05,,,,,,,,
2007-06-06,,,,,,,,
2007-06-07,,,,,,,,
2007-06-08,,,,,,,,
2007-06-11,,,,,,,,
2007-06-12,,,,,,,,
2007-06-13,,,,,,,,
2007-06-14,,,,,,,,
2007-06-15,,,,,,,,
2007-06-18,,,,,,,,
2007-06-19,,,,,,,,
2007-06-20,,,,,,,,
2007-06-21,,,,,,,,
2007-06-22,,,,,,,,
2007-06-25,,,,,,,,
2007-06-26,,,,,,,,
2007-06-27,,,,,,,,
2007-06-28,,,,,,,,
2007-06-29,,,,,,,,
2007-07-02,,,,,,,,
2007-07-03,,,,,,,,
2007-07-05,,,,,,,,
2007-07-06,,,,,,,,
2007-07-09,,,,,,,,
2007-07-10,,,,,,,,
2007-07-11,,,,,,,,
2007-07-12,,,,,,,,
2007-07-13,,,,,,,,
2007-07-16,,,,,,,,
2007-07-17,,,,,,,,
2007-07-18,,,,,,,,
2007-07-19,,,,,,,,
2007-07-20,,,,,,,,
2007-07-23,,,,,,,,
2007-07-24,,,,,,,,
2007-07-25,,,,,,,,
2007-07-26,,,,,,,,
2007-07-27,,,,,,,,
2007-07-30,,,,,,,,
2007-07-31,,,,,,,,
2007-08-01,,,,,,,,
2007-08-02,,,,,,,,
2007-08-03,,,,,,,,
2007-08-06,,,,,,,,
2007-08-07,,,,,,,,
2007-08-08,,,,,,,,
2007-08-09,,,,,,,,
2007-08-10,,,,,,,,
2007-08-13,,,,,,,,
2007-08-14,,,,,,,,
2007-08-15,,,,,,,,
2007-08-16,,,,,,,,
2007-08-17,,,,,,,,
2007-08-20,,,,,,,,
2007-08-21,,,,,,,,
2007-08-22,,,,,,,,
2007-08-23,,,,,,,,
2007-08-24,,,,,,,,
2007-08-27,,,,,,,,
2007-08-28,,,,,,,,
2007-08-29,,,,,,,,
2007-08-30,,,,,,,,
2007-08-31,,,,,,,,
2007-09-04,,,,,,,,
2007-09-05,,,,,,,,
2007-09-06,,,,,,,,
2007-09-07,,,,,,,,
2007-09-10,,,,,,,,
2007-09-11,,,,,,,,
2007-09-12,,,,,,,,
2007-09-13,,,,,,,,
2007-09-14,,,,,,,,
2007-09-17,,,,,,,,
2007-09-18,,,,,,,,
2007-09-19,,,,,,,,
2007-09-20,,,,,,,,
2007-09-21,,,,,,,,
2007-09-24,,,,,,,,
2007-09-25,,,,,,,,
2007-09-26,,,,,,,,
2007-09-27,,,,,,,,
2007-09-28,,,,,,,,
2007-10-01,,,,,,,,
2007-10-02,,,,,,,,
2007-10-03,,,,,,,,
2007-10-04,,,,,,,,
2007-10-05,,,,,,,,
2007-10-08,,,,,,,,
2007-10-09,,,,,,,,
2007-10-10,,,,,,,,
2007-10-11,,,,,,,,
2007-10-12,,,,,,,,
2007-10-15,,,,,,,,
2007-10-16,,,,,,,,
2007-10-17,,,,,,,,
2007-10-18,,,,,,,,
2007-10-19,,,,,,,,
2007-10-22,,,,,,,,
2007-10-23,,,,,,,,
2007-10-24,,,,,,,,
2007-10-25,,,,,,,,
2007-10-26,,,,,,,,
2007-10-29,,,,,,,,
2007-10-30,,,,,,,,
2007-10-31,,,,,,,,
2007-11-01,,,,,,,,
2007-11-02,,,,,,,,
2007-11-05,,,,,,,,
2007-11-06,,,,,,,,
2007-11-07,,,,,,,,
2007-11-08,,,,,,,,
2007-11-09,,,,,,,,
2007-11-12,,,,,,,,
2007-11-13,,,,,,,,
2007-11-14,,,,,,,,
2007-11-15,,,,,,,,
2007-11-16,,,,,,,,
2007-11-19,,,,,,,,
2007-11-20,,,,,,,,
2007-11-21,,,,,,,,
2007-11-23,,,,,,,,
2007-11-26,,,,,,,,
2007-11-27,,,,,,,,
2007-11-28,,,,,,,,
2007-11-29,,,,,,,,
2007-11-30,,,,,,,,
2007-12-03,,,,,,,,
2007-12-04,,,,,,,,
2007-12-05,,,,,,,,
2007-12-06,,,,,,,,
2007-12-07,,,,,,,,
2007-12-10,,,,,,,,
2007-12-11,,,,,,,,
2007-12-12,,,,,,,,
2007-12-13,,,,,,,,
2007-12-14,,,,,,,,
2007-12-17,,,,,,,,
2007-12-18,,,,,,,,
2007-12-19,,,,,,,,
2007-12-20,,,,,,,,
2007-12-21,,,,,,,,
2007-12-24,,,,,,,,
2007-12-26,,,,,,,,
2007-12-27,,,,,,,,
2007-12-28,,,,,,,,
2007-12-31,,,,,,,,
2008-01-02,,,,,,,,
2008-01-03,,,,,,,,
2008-01-04,,,,,,,,
2008-01-07,,,,,,,,
2008-01-08,,,,,,,,
2008-01-09,,,,,,,,
2008-01-10,,,,,,,,
2008-01-11,,,,,,,,
2008-01-14,,,,,,,,
2008-01-15,,,,,,,,
2008-01-16,,,,,,,,
2008-01-17,,,,,,,,
2008-01-18,,,,,,,,
2008-01-22,,,,,,,,
2008-01-23,,,,,,,,
2008-01-24,,,,,,,,
2008-01-25,,,,,,,,
2008-01-28,,,,,,,,
2008-01-29,,,,,,,,
2008-01-30,,,,,,,,
2008-01-31,,,,,,,,
2008-02-01,,,,,,,,
2008-02-04,,,,,,,,
2008-02-05,,,,,,,,
2008-02-06,,,,,,,,
2008-02-07,,,,,,,,
2008-02-08,,,,,,,,
2008-02-11,,,,,,,,
2008-02-12,,,,,,,,
2008-02-13,,,,,,,,
2008-02-14,,,,,,,,
2008-02-15,,,,,,,,
2008-02-19,,,,,,,,
2008-02-20,,,,,,,,
2008-02-21,,,,,,,,
2008-02-22,,,,,,,,
2008-02-25,,,,,,,,
2008-02-26,,,,,,,,
2008-02-27,,,,,,,,
2008-02-28,,,,,,,,
2008-02-29,,,,,,,,
2008-03-03,,,,,,,,
2008-03-04,,,,,,,,
2008-03-05,,,,,,,,
2008-03-06,,,,,,,,
2008-03-07,,,,,,,,
2008-03-10,,,,,,,,
2008-03-11,,,,,,,,
2008-03-12,,,,,,,,
2008-03-13,,,,,,,,
2008-03-14,,,,,,,,
2008-03-17,,,,,,,,
2008-03-18,,,,,,,,
2008-03-19,,,,,,,,
2008-03-20,,,,,,,,
2008-03-24,,,,,,,,
2008-03-25,,,,,,,,
2008-03-26,,,,,,,,
2008-03-27,,,,,,,,
2008-03-28,,,,,,,,
2008-03-31,,,,,,,,
2008-04-01,,,,,,,,
2008-04-02,,,,,,,,
2008-04-03,,,,,,,,
2008-04-04,,,,,,,,
2008-04-07,,,,,,,,
2008-04-08,,,,,,,,
2008-04-09,0.3302473128827809,1.3268985256343895,0.5811143608110342,-1.984044851895959,0.06355383685806137,,,
2008-04-10,0.17311073340004698,1.2397058944024695,0.5539974487287675,-1.877690106291738,0.022280992559886525,,,
2008-04-11,0.4521448115281625,1.5029090567887922,0.5981178865443219,-1.9538184123035145,0.1498383356394405,,,
2008-04-14,0.519092337958255,1.2037686734727202,0.5395239942257217,-1.9146925839324271,0.08692310543106746,,,
2008-04-15,0.3209746623098984,1.137955301724233,0.6095199343836071,-1.8559136790968425,0.05313405483022404,,,
2008-04-16,-0.10669266155867277,0.827169634730422,1.0100325537261028,-2.0195419836689212,-0.07225811419276729,,,
2008-04-17,-0.1369083138344752,0.8721578649521863,1.1681548967155364,-1.9208846685400578,-0.004370055176702581,,,
2008-04-18,-0.18236094605431305,0.7969904302389939,1.0037114538843337,-1.8074026962774814,-0.04726543955211676,,,
2008-04-21,-0.111378343692483,0.7450006853084428,0.7463446155214948,-1.8972007169183693,-0.12930843994522867,,,
2008-04-22,-0.040399650039104104,0.6340365253203267,0.5698861875835702,-1.9728913877036138,-0.2023420812097052,,,
2008-04-23,-0.1572087611481829,0.6010649264611923,0.4682493273400669,-1.8139519685379142,-0.22546161897120948,,,
2008-04-24,-0.19529428250654124,0.5485252185696442,0.570383182047323,-1.5926514240603633,-0.16725932648748434,,,
2008-04-25,-0.28528273968301215,0.4135769957453838,0.6206051300534138,-1.510302452456176,-0.1903507665850976,,,
2008-04-28,-0.27507232874079274,0.3789207445798822,0.5931322842952629,-1.5009903697501847,-0.2010024174039581,,,
2008-04-29,-0.15873624743852463,0.5675407577126511,0.4880387354831997,-1.4632589119694193,-0.1416039165530233,,,
2008-04-30,-0.052081175013703546,0.7085232684504525,0.2734929165636286,-1.5630359779150231,-0.15827524197866139,,,
2008-05-01,-0.42189365162961745,0.27475341800413794,0.16020849536985549,-1.333835488632144,-0.330191806721942,,,
2008-05-02,-0.5566192328371797,0.4102244423599555,0.06142031774388206,-1.2642803054633194,-0.3373136945491654,,,
2008-05-05,-0.41556459871599705,0.504540166486869,-0.022857284409017083,-1.3464363106087491,-0.3200795068117236,,,
2008-05-06,-0.5487640300128858,0.525257376865555,0.020799335494011875,-1.3934109730433824,-0.34902957267417534,,,
2008-05-07,-0.2515568638461883,0.5855203426805808,0.1867932210151354,-1.241247739552583,-0.18012275992576376,,,
2008-05-08,-0.3154517678044957,0.7900791030751365,0.2914642613791965,-1.243995856139202,-0.11947606487234114,,,
2008-05-09,-0.31286626232405396,0.7213771656840902,0.33179177476794436,-1.3599776783108113,-0.15491875004570768,,,
2008-05-12,-0.6291017602233338,0.73090768648649,0.24917763027394763,-1.3811972159058483,-0.25755341484218613,,,
2008-05-13,-0.590338699340063,0.5593593537072147,0.32492423728648984,-1.2836653771397968,-0.2474301213715388,,,
2008-05-14,-0.6515853203855237,0.620762164454357,0.5091839203113061,-1.240875188803664,-0.19062860610588117,,,
2008-05-15,-0.9162547324031688,0.7452979855061106,0.4522085198240223,-1.249315562764518,-0.24201594745938848,,,
2008-05-16,-0.87997050909791,0.657073060737863,0.36881951107453814,-1.3870627804175004,-0.3102851794257523,,,
2008-05-19,-0.771394228484019,0.5371653672602116,0.22060924327171838,-1.323702290845212,-0.3343304771993253,,,
2008-05-20,-0.6573525418627861,0.6085141420390535,0.19360300172933761,-1.4964966782926261,-0.33793301909675527,,,
2008-05-21,-0.45707143682199225,0.526241201898913,0.1725255758803601,-1.6161952376154327,-0.34362497416453797,,,
2008-05-22,-0.5624681158534423,0.2189439594148488,0.32046300176100495,-1.5114050586547156,-0.38361655333307604,,,
2008-05-23,-0.2652004349534595,0.5574560571475334,0.3049962480581722,-1.610880832806602,-0.253407240638589,,,
2008-05-27,-0.24690561050400064,0.5422886579624377,0.32523046657297483,-1.4762520704715927,-0.21390963911004518,,,
2008-05-28,-0.3593408530043122,0.17588671639398323,0.48837204760807107,-1.4099943189562847,-0.2762691019896356,,,
2008-05-29,-0.5430013959937466,0.051064546729058254,0.6362842062388514,-1.2727211480514975,-0.28209344776933365,,,
2008-05-30,-0.6032752842740944,0.17713289781398683,0.5929939191933251,-1.3056446070647634,-0.28469826858288644,,,
2008-06-02,-0.20436765343556787,0.6158722549287249,0.6005653637553061,-1.28574752781971,-0.06841939064281166,,,
2008-06-03,-0.1223169182613537,0.715175134356219,0.6648922565258811,-1.1943371318659468,0.015853335188699913,,,
2008-06-04,-0.010331042145704215,0.6472768098658428,0.6393239001209685,-1.1396879108409315,0.034145439250043874,,,
2008-06-05,-0.4440465255315536,0.33357716609946064,0.6946555725759032,-1.2400097178241798,-0.16395587617009239,,,
2008-06-06,0.5435380821607813,0.5832689194875221,0.8665148907635098,-1.4134340027893102,0.14497197240562576,,,
2008-06-09,0.4542499307070205,0.4505367605295702,1.2045060153030303,-1.2799748109351687,0.20732947390111306,,,
2008-06-10,0.46535434178157853,0.24934543925253863,1.157787883937149,-1.0406251658560721,0.20796562477879849,,,
2008-06-11,0.6530449863944287,0.2428507523643265,1.0041111142145613,-1.1717256997444951,0.18207028830720534,,,
2008-06-12,0.49279264343221507,0.015998735681229084,1.1289758343219012,-0.9883542948949056,0.16235322963510995,,,
2008-06-13,0.06687636051069377,-0.30464951457708644,1.2675627777456053,-0.9052392031721688,0.031137605126761003,,,
2008-06-16,0.012277570614770165,0.2757673787656667,0.958425239281814,-1.051161781714791,0.048827101736865,,,
2008-06-17,0.048643084532327956,0.32403797630092546,0.9165905783039462,-1.074983951464164,0.053571921918258936,,,
2008-06-18,0.2732859205814174,0.4161873397297539,0.8600655390327765,-1.090385553993049,0.11478831133772471,,,
2008-06-19,0.13898317272015687,0.4527749205500993,0.7500135010665353,-1.0754476811891553,0.06658097828690901,,,
2008-06-20,0.4006860767052089,0.6011502777428581,0.7779973868219452,-1.1951999423352826,0.14615844973368242,,,
2008-06-23,0.35317036431047055,0.7067020663187628,0.7430169681311152,-1.0806731614095175,0.18055405933770774,,,
2008-06-24,0.3077284922044058,0.8226830488260573,0.6841895468746153,-1.1289830875531948,0.17140450008797092,,,
2008-06-25,0.04608721966560185,0.7364518948496293,0.5324740883155439,-1.2097709374588201,0.026310566342988673,,,
2008-06-26,0.6157682497007971,1.0166522701298222,0.6485740540681653,-1.3253082930355304,0.23892157021581345,,,
2008-06-27,0.5143145104688475,1.070477454405649,0.6109893509576058,-1.3548832750508355,0.21022451019531663,,,
2008-06-30,0.6175514020495839,1.0090766117144296,0.4138119361958496,-1.32141865186522,0.17975532452366083,,,
2008-07-01,0.5547765405942363,1.1107929178475684,0.4884725902726619,-1.3400909724708037,0.20348776906091576,,,
2008-07-02,1.0180784149645397,1.108641822166167,0.6264124730445515,-1.4265007929978193,0.3316579792943597,,,
2008-07-03,0.783761416756072,1.0770878413760636,0.3831315879858602,-1.2267722285467262,0.2543021543928174,,,
2008-07-07,0.9842818075104006,1.1949065498081097,0.3188067925595909,-1.240890226710717,0.314276230791846,,,
2008-07-08,0.44245636259235677,1.4474612821476842,0.19381595621677616,-1.1435495813505603,0.23504600490156424,,,
2008-07-09,0.8684290655410057,1.5702230721270294,0.10836970039625449,-1.2560754757769883,0.3227365905718253,,,
2008-07-10,0.9397916260917026,1.3416565840550148,0.1873692068712879,-1.275351065967608,0.2983665877625994,,,
2008-07-11,1.3255343143500784,1.1318646372473062,0.5071294862343351,-1.3755713163768006,0.3972392803637297,,,
2008-07-14,1.5213047619260254,1.2190085169908351,0.4085070829705665,-1.4179090118016715,0.43272783752143895,,,
2008-07-15,1.525599004983143,1.6959948958327156,0.4077613255960744,-1.4247042333552715,0.5511627482641654,,,
2008-07-16,0.8183753621551407,1.3377717409771752,0.3274640259135305,-1.3668678375817924,0.27918582286601346,,,
2008-07-17,0.797878569581925,1.1315625112308367,0.5107117940636762,-1.3123844247727592,0.28194211252591966,,,
2008-07-18,0.5996306175538425,0.5607800889467712,0.5587625479877151,-1.32028007433118,0.09972329503928717,,,
2008-07-21,0.3935345293637347,0.4357419216122274,0.5606979941667581,-1.3683338109130863,0.005410158557408451,,,
2008-07-22,0.008932218009588933,0.5326264691611621,0.36902874066103264,-1.2390038725168269,-0.08210411117126082,,,
2008-07-23,0.035654918867598126,0.5042882610442122,0.3314411152387601,-1.1376504452864198,-0.06656653753396236,,,
2008-07-24,0.47418149745788235,0.7122556181964933,0.3339612858714204,-1.1014671787871193,0.10473280568466914,,,
2008-07-25,0.36408146264630464,0.4699516577702886,0.32104531431379524,-1.1165176951410727,0.00964018489732893,,,
2008-07-28,0.6357222861993418,0.7674531840980882,0.2988638511638722,-1.1689752831046842,0.13326600958915447,,,
2008-07-29,0.1800182491086698,0.6781655265560457,0.2550206960642054,-0.9878981181047088,0.03132658840605301,,,
2008-07-30,0.010004070403864179,0.8241706652070739,0.6419721904923914,-0.9822617989062851,0.12347128179926112,,,
2008-07-31,0.36857426457248343,0.9574773431047324,0.5755155900514992,-1.0034926583069639,0.22451863485543777,,,
2008-08-01,0.2911741311143256,1.0618388930526137,0.15818966359125608,-0.9494895292245839,0.1404282896334029,,,
2008-08-04,0.4818186106924375,1.281589622550338,0.12371238146839811,-0.936045565442476,0.23776876231717436,,,
2008-08-05,-0.007987378100733937,0.9129654336189851,-0.09155213013638076,-0.8206038773007518,-0.001794487979720344,,,
2008-08-06,-0.19764060805486555,1.172281333518396,-0.028980106421292846,-0.7217310235559443,0.055982398871573275,,,
2008-08-07,-0.005308782941134507,1.465874162646291,0.17427595330152873,-0.6366097375433278,0.24955789886583937,,,
2008-08-08,-0.10773381508889585,1.4356643079678717,-0.12968830326344993,-0.2844816120582805,0.22844014438931137,,,
2008-08-11,-0.2206130043038115,1.3748706414926863,-0.18279339602823427,-0.208311751434489,0.1907881224315379,,,
2008-08-12,-0.0001488686198234689,1.4357003561275097,-0.07261859270348699,-0.2025742056910262,0.29008967227829324,,,
2008-08-13,0.07963858724743036,1.2175921950916513,-0.028484840808454478,-0.18599245376547427,0.27068837194128825,,,
2008-08-14,-0.17490603496213428,1.303315756988952,-0.04419030067163606,-0.06076165926677802,0.2558644405221009,,,
2008-08-15,-0.3346358080734573,1.298340426118413,-0.03466362513609634,0.07807193960775287,0.2517782331291531,,,
2008-08-18,-0.03895252864085468,1.3763428719571704,-0.012501869688266247,0.061611844215989614,0.3466250794610098,,,
2008-08-19,0.02445313686515567,1.2606834071319521,-0.09789382872443891,-0.014876274504251004,0.2930916101921045,,,
2008-08-20,-0.15744346792020544,1.2657864000711838,-0.07874376530046252,0.0179355198997997,0.26188367168757887,,,
2008-08-21,-0.2842477300767476,1.118927085639271,-0.1198710055503187,-0.19005130500199374,0.13118926125255273,,,
2008-08-22,-0.4978387218105467,1.3072073046113857,-0.1069883265953407,-0.02261992785552032,0.16994008208749448,,,
2008-08-25,-0.038579135831840576,1.3337317629479146,-0.11319636655045746,-0.02807508904875714,0.2884702928792149,,,
2008-08-26,-0.14056638757802722,1.5323097852060346,-0.1576362617782478,0.0983825979334097,0.3331224334457923,,,
2008-08-27,-0.2957440871858383,1.4431002774046173,-0.28819675879583345,0.04319961922694181,0.22558976266247185,,,
2008-08-28,-0.36560219487803725,1.3872860059208794,-0.32288311445660367,0.07069856845069812,0.19237481625923414,,,
2008-08-29,-0.1046824862537741,1.2637103104948382,-0.3223775831105137,0.1340752397040796,0.24268137020865752,,,
2008-09-02,0.18187482771579042,1.441341677776394,-0.3410842381723126,0.32178664650062794,0.400979728455125,,,
2008-09-03,0.06175589404115611,1.3957467068450857,-0.22833495340007148,0.3295843584138109,0.3896880014749953,,,
2008-09-04,0.6186259657219021,1.2659558543681426,0.07065640345494073,0.47306401086944677,0.607075558603608,,,
2008-09-05,0.4095667010939644,1.2575439736511627,-0.03878813581013257,0.5609210105533501,0.5473108873720861,,,
2008-09-08,0.3187394572812116,1.3411362800437634,0.10619128577399324,0.7428227917714116,0.627222453717595,,,
2008-09-09,0.9257878395610902,1.3752165540158297,0.3478660449211164,0.6469390355657321,0.823952368515942,,,
2008-09-10,0.7196341234093631,1.525840355885242,0.34409621509615124,0.8121344730549442,0.8504262918614252,,,
2008-09-11,0.6901952096915749,1.2813832599393742,0.4211088803190352,0.8934748851756256,0.8215405587814024,,,
2008-09-12,0.9615622422333929,1.0412740515744525,0.39778165138999866,0.5636098675668101,0.7410569531911635,,,
2008-09-15,2.2455141277264,1.9456082514926898,1.5232710720943148,0.5458944057004217,1.5650719642534565,,,
2008-09-16,1.9324611878570181,0.6492868603226414,1.775380967991177,0.5894711746981074,1.236650047717236,,,
2008-09-17,3.1490663730700614,1.1135241294784297,1.5612672123179634,0.3179123750401326,1.5354425224766468,,,
2008-09-18,2.4663184597561423,-0.8697352350996311,1.6017206001706414,0.29508781758941866,0.8733479106041427,,,
2008-09-19,2.231988610698395,-0.28066096917218497,1.5557995780539253,0.19955120545489116,0.9266696062587566,,,
2008-09-22,2.575653542839963,-0.06135326543761195,1.4151646254407177,-0.22932888900663317,0.9250340034591089,,,
2008-09-23,2.9235511771303786,-0.07736198295187266,1.4538413204013088,-0.1392505567516493,1.0401949894570415,,,
2008-09-24,2.7815052622689302,-0.4501475364919378,1.5838609347938897,-0.04917790702567153,0.9665101883863025,,,
2008-09-25,2.2816253440856493,0.5158843470238805,1.969927143014486,0.007141730003148816,1.1936446410317911,,,
2008-09-26,2.6397523776163734,-0.2500271181366007,2.1849144791705264,-0.004134284343607121,1.1426263635766731,,,
2008-09-29,4.864599098274465,-0.610852596358627,2.704767711541878,0.1425273660563218,1.7752603948785095,,,
2008-09-30,3.386698836072669,1.2573962063944626,2.90261917033709,0.7010431172702916,2.0619393325186284,,,
2008-10-01,3.4077903934151377,0.3304056965757677,2.6259266558158676,0.7024680535493277,1.7666476998390253,,,
2008-10-02,4.315480761155683,0.7021813571087014,2.783828226695062,0.9774213504443651,2.194727923850953,,,
2008-10-03,4.186090754267552,0.8008425313405194,2.6956296024904622,0.9382508140175191,2.155203425529013,,,
2008-10-06,5.219025066272286,1.580665653217997,3.0321000633366375,1.3214397455723574,2.7883076320998192,5.6776167774954756,,
2008-10-07,5.285898645310214,2.6219288565095598,3.1012730401806294,1.117206860507228,3.031576850626908,5.628162453334437,,
2008-10-08,5.662871556621363,3.5777842132938313,3.5870214364559896,1.0970323822965409,3.4811773971669315,6.082529070083157,,
2008-10-09,6.31322863535661,3.4215925879094837,3.8067371455272725,1.1641013016582182,3.676414917612896,6.743331836741451,,
2008-10-10,6.766235477174003,3.68826932452354,4.120344627042132,1.6757175275447498,4.062641739071106,7.72637742980917,,
2008-10-13,4.509336710362254,1.9613434595437533,4.0262352849842635,1.3548534946240602,2.9629422373785825,5.473863977552348,,
2008-10-14,4.406076224094828,1.3170737266288086,3.0467222474083018,1.2045196488104288,2.493597961735592,4.824716021761864,,
2008-10-15,5.999552812185965,2.5558108448508126,2.7471091108102272,1.3933738750772056,3.173961660731053,6.248124098284845,,
2008-10-16,5.54424519606417,3.794214162763329,2.6752401646383333,1.502238306412696,3.3789844574696324,6.060727444003107,,
2008-10-17,5.625457734984607,3.8057002091195393,2.3458711666054923,1.4820252657373216,3.3147635941117404,5.881958582402654,,
2008-10-20,3.506600974725201,3.9722373452552744,1.917977039186412,1.6671741867168106,2.765997386470924,4.08294412389004,,
2008-10-21,3.463315262192387,4.24336243664031,1.940274233206394,1.9045267630314575,2.887869673767637,4.196067579945789,,
2008-10-22,5.170883089764131,4.07133355283697,2.210225046717294,2.2708146810583925,3.430814092594197,5.792454294870843,,
2008-10-23,4.808861959908169,3.7525839464872544,2.8543343998485717,2.2503107986833517,3.4165227762318366,5.6947009534346,,
2008-10-24,5.761198929551355,4.303561166170283,3.0643610200718925,2.523852727149996,3.913243460735882,6.751049519759341,,
2008-10-27,5.6089502966165075,5.092581051230847,2.9649571260960412,2.6309414520045418,4.0743574814869845,6.854652493796766,,
2008-10-28,4.205261512592211,4.5938845202022005,2.753949628862118,2.6311247458685174,3.5460551018812616,5.531169803538323,,
2008-10-29,4.379542188519011,3.945180962539157,2.4128542638282124,2.0883649573520526,3.206485593059608,5.141713874069559,,
2008-10-30,3.642553205260549,3.1915781715149865,2.2011044282551633,1.9396530447166362,2.7437222124368335,4.21223989837121,,
2008-10-31,3.3104784021996325,3.057487468401489,2.1312075166165525,2.209231199578466,2.677101146699035,3.9035662622227703,,
2008-11-03,2.709535223608368,3.1110856477549014,2.053094935217504,2.380576475955707,2.56357307063412,3.5076366593573023,,
2008-11-04,2.150562615065644,2.984208488408562,2.000865965678229,1.953266629663355,2.2722259247039474,2.8429621957210895,,
2008-11-05,2.7418722770930866,3.4701264684155766,2.3383632499157097,1.8974025840728597,2.611941144874308,3.5545321953566598,,
2008-11-06,3.5045719302006533,3.5397213428967973,1.6336449512931552,2.2171189310409996,2.7237642888579012,4.026837751192289,,
2008-11-07,2.7993170768590536,3.1647307433666425,1.3626875791096542,2.206006119579402,2.3831853797286877,3.2110685526768927,,
2008-11-10,3.099454829795864,3.1276230558189404,1.2392761928078369,2.190018632383679,2.41409317770158,3.368175698489931,,
2008-11-11,3.1817906436252463,3.176103845456137,1.2353839013364434,2.4683330956645264,2.515402871520588,3.567635676237803,,
2008-11-12,3.552788438971924,3.379437545612911,1.231528084093788,2.547261034419521,2.677753775774536,3.946900941879342,,
2008-11-13,2.9536227048300665,3.3018054100012346,1.4257082804569496,2.391709164258571,2.518211389886705,3.4783600782874884,,
2008-11-14,3.4426210924949814,3.4573813286104125,1.6153373834577667,2.227812314202371,2.6857880296913828,3.8248894789857553,,
2008-11-17,3.613979792519186,3.773623383886375,1.5817989957297216,2.3230476146541252,2.823112446697352,4.097778371934967,,
2008-11-18,3.4352909557855305,4.053025687619085,1.6516662095101402,2.442657619619101,2.8956601181334642,4.1496674515996945,,
2008-11-19,3.889704910139857,4.4986466130152225,1.6537182332989129,2.4073790779818824,3.112362208608969,4.627681028468043,,
2008-11-20,4.305725523307805,4.698536488534468,2.1119870016194646,2.5476518873153404,3.415975225194269,5.22808477830085,,
2008-11-21,3.607974636674895,4.592743281764162,2.128698800434695,2.577566107706876,3.226745706645157,4.637225303182599,,
2008-11-24,2.963809293820421,4.358221873558393,1.5510308901764285,2.0476619120582766,2.7301809924033797,3.64200725000077,,
2008-11-25,2.6503924000483003,4.183841686674605,1.9499501050115757,1.7751443646888951,2.6398321391058444,3.3519845194349074,,
2008-11-26,2.1862570903797502,3.728069107141081,2.118823213862724,1.927110847180802,2.4900650646410893,2.970446952703834,,
2008-11-28,2.238550367883216,3.67410959262369,2.107219928528876,2.1190970301178957,2.5347442297884193,3.074239987146214,,
2008-12-01,3.138367654909045,4.1325717422403105,2.0772966945751494,2.15265233920739,2.8752221077329736,3.840502281537475,,
2008-12-02,2.704382728437074,4.008003469848904,2.1402967847347365,2.133474515035692,2.746539374514102,3.499098705854955,,
2008-12-03,2.517078406520477,4.007659334473941,2.082432448846579,2.1969842296066067,2.7010386048619006,3.3812592850388854,,
2008-12-04,2.7015323294955094,4.006129916079531,2.1196082669327185,2.043620037670371,2.7177226375445325,3.44568299568495,,
2008-12-05,2.414738622069106,3.845005741642283,2.0944322671837816,2.1897630193555426,2.6359849125626784,3.2428604543537736,,
2008-12-08,2.2944615881294568,3.760522665219488,2.012947071401355,1.8118093376004294,2.4699351655876822,2.8531951572206244,,
2008-12-09,2.3068416184573475,3.849913325050512,2.0304038056893106,1.8677701853858621,2.513732233645758,2.9338857963567166,,
2008-12-10,2.068699771232428,3.812638479165373,2.1128782474470107,1.7744066479633585,2.4421557864520427,2.737065268371088,,
2008-12-11,2.0593592196476616,3.8597918816454997,2.200266238907016,1.3829244374663512,2.3755854444166324,2.5849245761883006,,
2008-12-12,1.9429847189812985,3.7043761386954013,2.169620798822034,1.3340555936820226,2.287759312545189,2.4044623116362303,,
2008-12-15,2.1030556898220207,3.6911508440439813,1.9726680042056433,1.0112106915652057,2.1945213074092127,2.2311796839072002,,
2008-12-16,1.7881267089698294,3.6488128825958093,1.524788630531078,0.6382771950624204,1.9000013542897842,1.6691493761907767,,
2008-12-17,1.605438236247399,3.48549980645279,1.233003673339801,0.22373492085528554,1.6369191592238188,1.1713690691808243,,
2008-12-18,1.4268385595200048,3.109615972530842,1.5084177054016943,0.3544833051572124,1.5998388856524384,1.0406363405063137,,
2008-12-19,1.2559858797554961,2.9881182371050548,1.5293948584667552,0.7822418063538544,1.6389351954202902,1.0940193136156564,,
2008-12-22,1.2267713415734527,2.674589766639449,1.496817668443994,0.7316566295203223,1.5324588515443043,0.8721447143528691,,
2008-12-23,1.2548613625572937,2.5330808221581522,1.4734588384602496,0.7654663687495211,1.5067168479813042,0.8360349737890838,,
2008-12-24,1.1954497803659623,2.7005105161385323,1.4680759299080615,0.7570417009122878,1.530269481831211,0.8664568614884733,,
2008-12-26,1.1350468764202848,2.5009865064908747,1.4561083704880924,0.6806885119214855,1.4432075663301844,0.6941380578327461,,
2008-12-29,1.167807755877078,2.4718027353508933,1.4199286752727256,0.6302919484866822,1.4224577787468449,0.6654980375726318,,
2008-12-30,1.0086062383874714,2.5095075695563502,1.4260768655857738,0.6809179706884685,1.406277161054516,0.5881146716129853,,
