,zVIX,zCRED,zMOVE,zDXY,composite_eqw,composite_pca1,state_eqw,state_pca1
2024-11-28,-0.6770365720959997,0.34126328286988367,0.3290672095782828,1.5952009568839363,0.3971237193090258,0.28008383316690066,neutral,neutral
2024-11-29,-0.7203205662053587,0.37868191766846176,0.25333862928505957,1.5605842006801833,0.3680710453570865,0.20488554416893273,neutral,neutral
2024-12-02,-0.7391143208390257,0.40534432543341603,0.3311066972152847,1.6309343021498364,0.40706775098987785,0.28519342399820863,neutral,neutral
2024-12-03,-0.7434373765025953,0.37357410600500407,0.26467504732193015,1.6222734702830606,0.37927131177684986,0.23183920607602992,neutral,neutral
2024-12-04,-0.726615509780676,0.39527493113672074,0.16399423966354815,1.61861621308499,0.3628174685261457,0.1882136012390423,neutral,neutral
2024-12-05,-0.7164750360298352,0.4006434395239116,0.14083849710010868,1.5550379547927282,0.34501121384672834,0.14676070564381383,neutral,neutral
2024-12-06,-0.8020502449309755,0.40624970137572997,-0.10800429835895334,1.5804074938588437,0.2691506629861612,-0.024374547665721058,neutral,neutral
2024-12-09,-0.6438556822534648,0.39473892038290215,-0.03495879951409539,1.5977607472926105,0.32842129647698814,0.10949139427046739,neutral,neutral
2024-12-10,-0.6448668704323584,0.3763819699401288,0.09940545238288113,1.6220816474827264,0.3632505498433445,0.193146076653557,neutral,neutral
2024-12-11,-0.7115553352670393,0.3495883460450365,-0.13207957240151869,1.6523614733912102,0.2895787279419222,0.03589614482238451,neutral,neutral
2024-12-12,-0.6735855599380941,0.32343108183909736,-0.12424764500797054,1.6766172968040598,0.30055379342427313,0.06729465832165515,neutral,neutral
2024-12-13,-0.6857224096257044,0.2989493230903901,-0.03402910755678321,1.6798932491510037,0.3147727637647265,0.10660823801654795,neutral,neutral
2024-12-16,-0.5876310789936412,0.2934760169169129,0.1229479128802282,1.6652119730977846,0.3735012059753211,0.23886292098185907,neutral,neutral
2024-12-17,-0.4561468435816274,0.3136345875778698,0.10909960250547521,1.6744815860666866,0.41026723314210106,0.3133406612301321,neutral,neutral
2024-12-18,0.8524619362366063,0.3087870589730735,0.012536373605255703,1.78044165791488,0.7385567566824539,1.0289423425525563,off,off
2024-12-19,0.45919885040402314,0.26880893862161426,0.1087960112744772,1.8174838086489045,0.6635719022372548,0.8787637114077818,off,off
2024-12-20,-0.17909216035898218,0.24765050778616424,0.14909714340842636,1.7378964374109522,0.4888879820616402,0.503868156671173,neutral,neutral
2024-12-23,-0.3550756862616427,0.24556175428865798,0.272439761312937,1.778955370471452,0.48547029995285107,0.499862916624238,neutral,neutral
2024-12-24,-0.6346432781184526,0.24465740971299862,0.3055065409909312,1.8000380931794318,0.42888969144122724,0.37786151028358705,neutral,neutral
2024-12-26,-0.5832988408062372,0.22997110520195704,0.25280551445157495,1.7862423444391737,0.4214300308216171,0.364381071826888,neutral,neutral
2024-12-27,-0.44728605375162067,0.2228260601740794,0.24073692386010279,1.7724668808463624,0.447185952782231,0.42195667883916055,neutral,neutral
2024-12-30,-0.28565381677271173,0.24930914462345893,0.3695352403930144,1.7845849318733582,0.5294438750292799,0.5965262582380464,off,neutral
2024-12-31,-0.2911914779094551,0.22740700366913505,0.361059796687176,1.8195687064908599,0.5292110072344289,0.6025898202806113,off,neutral
2025-01-02,-0.22651257883954562,0.206164123290528,0.2968896296836704,1.9082060380438859,0.5461868030446346,0.6452362765129391,off,off
2025-01-03,-0.427122665440794,0.17068357042923712,0.19689195365365572,1.8634711549797978,0.45098100340547415,0.445099375264129,neutral,neutral
2025-01-06,-0.4370988469317907,0.13096564004066277,0.33357793787352824,1.7939530563227846,0.45534944682629624,0.46704000205962815,neutral,neutral
2025-01-07,-0.23859793431525528,0.11868902362330891,0.48079446671829174,1.8209369259252746,0.545455620487905,0.669653173238884,off,off
2025-01-08,-0.25194966650479933,0.12179520364498655,0.4198936560036598,1.8747048603671785,0.5411110133777564,0.6594973930263595,off,off
2025-01-09,-0.21066092143400342,0.12178143255594033,0.4198386235484142,1.8827014315307302,0.5534151415502704,0.686358592951964,off,off
2025-01-10,-0.04669657515776196,0.1165551903657257,0.2935698720546122,1.9284147972620067,0.5729608211311457,0.7283344830094501,off,off
2025-01-13,-0.08572918678434,0.09248625764521375,0.5026041859069749,1.9581703660894578,0.6168829057143266,0.8350549534158892,off,off
2025-01-14,-0.13926293080990582,0.09125309180972968,0.45674069245653554,1.8886505898198633,0.5743453608190556,0.7409298423032928,off,off
2025-01-15,-0.42818254055169647,0.1205723310929256,0.18881454076493456,1.8698341037242068,0.4377596087575926,0.4311237650931473,neutral,neutral
2025-01-16,-0.37457472299673017,0.12829230497306032,0.17734155215188047,1.856005871571437,0.4467662514249119,0.44810671911797045,neutral,neutral
2025-01-17,-0.44482001171061036,0.12792493872816896,0.2641188870943096,1.8937562583419376,0.4602450181134514,0.47996622245984766,neutral,neutral
2025-01-20,-0.462614250397223,0.12791047530216995,0.2640874561596594,1.8927903332145715,0.45554350356979445,0.46974863218047425,neutral,neutral
2025-01-21,-0.5462460847238851,0.15699006845710992,0.29962602994176524,1.76398978941449,0.41858995077237005,0.3802760446555873,neutral,neutral
2025-01-22,-0.5417032357824165,0.1404579759439096,0.09217509602130082,1.7740824995929314,0.3662530839439313,0.2673275097443759,neutral,neutral
2025-01-23,-0.5505540039700002,0.11584872734028509,0.050254636477180974,1.7613782366267803,0.34423189911856156,0.2250653432907654,neutral,neutral
2025-01-24,-0.5694490449191352,0.12355234563758835,-0.002823076291461617,1.7001613517977094,0.3128603940561753,0.15268261129029567,neutral,neutral
2025-01-27,-0.22889331395998427,0.18014046422094623,0.24748650656442142,1.6895236286621722,0.4720643213718889,0.48799571452867396,neutral,neutral
2025-01-28,-0.39521683751792136,0.17076753421920382,0.18050071669788423,1.7412707232204858,0.4243305341549131,0.3864548434559031,neutral,neutral
2025-01-29,-0.3784181183232117,0.1645384333136986,0.1171354484070972,1.7533573710088246,0.4141532836016022,0.3651020468214681,neutral,neutral
2025-01-30,-0.45876726890321284,0.1677378862062682,0.11139036354253287,1.7327742891938973,0.3882838175098714,0.3076539119979255,neutral,neutral
2025-01-31,-0.39281893236126897,0.15621879949781603,0.14818622584181482,1.788392997791886,0.424994772692562,0.39219552507619465,neutral,neutral
2025-02-03,-0.148174752455781,0.19063625180684787,0.22028496758592034,1.8488750251743806,0.527905373027842,0.608699097406036,off,neutral
2025-02-04,-0.30565458011369484,0.17963637863282164,0.10347372840379586,1.7461303921501399,0.4308964797682656,0.39687387995683504,neutral,neutral
2025-02-05,-0.46647608840576266,0.2192956018635183,0.23625603611849227,1.7077803714403352,0.4242139802541458,0.37421754722817785,neutral,neutral
2025-02-06,-0.49657588011810333,0.2161179415971705,0.2126853634931431,1.71791089815437,0.41253458078164507,0.3494337133388535,neutral,neutral
2025-02-07,-0.3803134008597492,0.2049324810747948,0.1894168340922334,1.7517432748793507,0.4414447972966574,0.41520139977840365,neutral,neutral
2025-02-10,-0.46183242896216536,0.1889518848420137,0.024858671337153436,1.7786138938502123,0.38264800526680354,0.2889112710968558,neutral,neutral
2025-02-11,-0.43830389568659295,0.17182852271499977,-0.03855073724373682,1.7422376032952498,0.35930287326997995,0.24081488132904566,neutral,neutral
2025-02-12,-0.45277414125980064,0.14153221838295021,-0.008349451149304687,1.739484015922686,0.35497316047413274,0.2404968142753457,neutral,neutral
2025-02-13,-0.5410065023356191,0.17123501458906126,-0.06905128293290515,1.6765098116366264,0.30942176023929086,0.13117970932009618,neutral,neutral
2025-02-14,-0.5778129276115618,0.19671062555228347,-0.0660232785916029,1.6027536110980996,0.2889070076118046,0.07847443079223437,neutral,neutral
2025-02-17,-0.5106606114302541,0.1966879970127175,-0.06601593475726655,1.6021202071570715,0.3055329144955671,0.11446212937818609,neutral,neutral
2025-02-18,-0.5128250952297488,0.16713233407922662,-0.07084212399235694,1.6488551835360987,0.3080800745983049,0.12878873116632722,neutral,neutral
2025-02-19,-0.5216972030304936,0.16531394484191977,-0.09047314654029161,1.6600152206950525,0.30328970399154676,0.11874849288212416,neutral,neutral
2025-02-20,-0.4780189003503008,0.1817765210644743,-0.017942255274416095,1.5774500949950634,0.3158163651087052,0.14143519926052642,neutral,neutral
2025-02-21,-0.192808561449295,0.23138366025286683,0.15038674315452918,1.6034721720328078,0.4481085034977272,0.4188373515715531,neutral,neutral
2025-02-24,-0.106671790509123,0.24353135682891597,0.047912008238151796,1.6018524364293045,0.44665600274681233,0.4099812407981388,neutral,neutral
2025-02-25,-0.05632733684875046,0.29021944195488947,0.29485814593777404,1.5726273798778827,0.525344407730449,0.5728646421613819,off,neutral
2025-02-26,-0.0932356908725686,0.2967978722407349,0.32233103700323945,1.5828675944771022,0.527190203212127,0.5758867257647002,off,neutral
2025-02-27,0.13388042724745863,0.2755087505970319,0.28450157934293174,1.6630744249252634,0.5892412955281714,0.7166705315120472,off,off
2025-02-28,-0.03396497109520085,0.2904318079618494,0.5320871639380734,1.6988408012255913,0.6218487005075783,0.7897996233916441,off,off
2025-03-03,0.31851841992547003,0.3460389037201996,0.5679919841819947,1.6133859242098894,0.7114838080093884,0.9677833272995462,off,off
2025-03-04,0.4001708487102134,0.3172627570995603,0.6652719584493116,1.5132482465818462,0.7239884527102329,1.002856346963617,off,off
2025-03-05,0.2232903269500411,0.2834066467988506,0.527578225275633,1.5126983920158985,0.6367433977601058,0.8198839023360213,off,off
2025-03-06,0.5523291827317782,0.2892654512653431,0.6675215213591503,1.3466771995035423,0.7139483387149534,0.9852382645838468,off,off
2025-03-07,0.38434998727079117,0.2599480485942645,0.5301106996953104,1.3245898881928286,0.6247496559382987,0.7964324704923138,off,off
2025-03-10,0.8868942476631514,0.3254982722138163,0.7747174717303547,1.3310819886409877,0.8295479950620774,1.2277585610286665,off,off
2025-03-11,0.7815064537988858,0.2980711876310229,0.8380932336238348,1.2843887772883469,0.8005149130855226,1.1729561365360648,off,off
2025-03-12,0.48023751286680566,0.26051620460823177,0.5206457476501075,1.300753855807377,0.6405383302331304,0.830049664213601,off,off
2025-03-13,0.5283148459680037,0.3401369912889498,0.5834948784513159,1.3220302091986762,0.6934942312267365,0.9249637875121015,off,off
2025-03-14,0.20464005076927236,0.29427333357042446,0.42669452817811093,1.3107992292836008,0.5591017854503522,0.6423858904521339,off,off
2025-03-17,0.06351062297733553,0.2908635629698397,0.38942230655689986,1.2759485142446352,0.5049362516871776,0.5244291861141616,neutral,neutral
2025-03-18,0.19678499470554212,0.3288246806916128,0.2955649276019573,1.2627803201064849,0.5209887307763993,0.5462817245532086,off,neutral
2025-03-19,-0.004861420900423796,0.3225903667214882,0.13573360533266943,1.2811230581850557,0.43364640233469737,0.3550510593210793,neutral,neutral
2025-03-20,-0.016063493981297017,0.3218007803456387,0.2670801903433536,1.3220908597605379,0.4737270841170583,0.44611296364743225,neutral,neutral
2025-03-21,-0.07432166905275422,0.3229923926098321,0.23072401219471558,1.3453111596210976,0.4561764738432228,0.40731796210769433,neutral,neutral
2025-03-24,-0.27600247287853213,0.25695385990523084,0.25128345670476454,1.3616249620638898,0.39846495144883826,0.3011908572050535,neutral,neutral
2025-03-25,-0.3129492089046937,0.2708293400189585,0.2012969153512145,1.3533249083189192,0.37812548869609963,0.25194803500030827,neutral,neutral
2025-03-26,-0.18066764180648362,0.2705285994495831,0.13586821595469198,1.389307392272386,0.4037591414675443,0.3065128532100174,neutral,neutral
2025-03-27,-0.14029677319372447,0.2768401393354883,0.12434497919642534,1.34163670182898,0.4006312617917923,0.2968050478439411,neutral,neutral
2025-03-28,0.1915259685072393,0.34772823110169393,0.29999470616687246,1.3382722483872818,0.5443802885407718,0.5930372488472534,off,neutral
2025-03-31,0.2621317201807343,0.35487495154960846,0.4368646980603398,1.3545830774386032,0.6021136118073214,0.7198439513129269,off,off
2025-04-01,0.204920378084215,0.3753247257088307,0.5391899660344154,1.3590787180281136,0.6196284469638937,0.7548242050186997,off,off
2025-04-02,0.1757427870760656,0.37769286405631813,0.5893983688284973,1.3143966446394968,0.6143076661500945,0.7429372309278861,off,off
2025-04-03,1.129914375219802,0.48927416139283836,0.7592547786074042,1.142877185673744,0.8803301252234472,1.289504318236895,off,off
2025-04-04,2.8418994575487764,0.6068740811276816,1.1743920975594668,1.2360175843374088,1.4647958051433334,2.5353424010777323,off,off
2025-04-07,3.025666444129786,0.5088263436705235,1.5250235068123246,1.2592757762051718,1.5796980177044515,2.820391290151847,off,off
2025-04-08,3.6190611447202534,0.4359721094794346,1.6025600448873463,1.2294182645998146,1.7217528909217124,3.1494040181582603,off,off
2025-04-09,1.5264165189025252,0.3467112429357027,1.2674768527220566,1.223179683847516,1.0909460746019501,1.8114198226503864,off,off
2025-04-10,2.318571518732539,0.34047676740667915,1.2525844589330775,1.023234991293327,1.2337169340914058,2.1248095645584577,off,off
2025-04-11,1.9644040049801716,0.3113791984318616,1.521891007125421,0.9158142291185346,1.1783721099139972,2.0168730526033887,off,off
2025-04-14,1.2189574702832333,0.3224446673747319,1.376095058420434,0.901861086672415,0.9548395706877035,1.5206805397233272,off,off
2025-04-15,1.1326604878987587,0.34650999331144955,1.0760665256106106,0.958722451084183,0.8784898644762504,1.34050321526292,off,off
2025-04-16,1.4136834517007522,0.38588513340049846,0.9801721202888911,0.8759081312229887,0.9139122091532826,1.4124505642849416,off,off
2025-04-17,1.0794752744016236,0.3203951468418139,0.8358846981234775,0.8757383086705456,0.7778733570093651,1.1284831071760515,off,off
2025-04-21,1.544637965929468,0.2755999885210885,1.2570364922921007,0.7673748552224405,0.9611623254912744,1.5541584440853236,off,off
2025-04-22,1.1813983599205167,0.26260780866039396,0.947692589542186,0.8301938766168966,0.8054731586849984,1.2083030028550097,off,off
2025-04-23,0.9444712271184774,0.2572317805986787,0.8945274745932758,0.9205338363122021,0.7541910796556585,1.0954637100094413,off,off
2025-04-24,0.7232498838458256,0.26880290668460327,0.6424999843710947,0.8662479192223798,0.6252001735309758,0.8056614761854975,off,off
2025-04-25,0.5411465518511086,0.3090550899568842,0.5670163461306783,0.8837878991433294,0.5752514717705002,0.6819261876020313,off,off
2025-04-28,0.5756838035504208,0.32547881053045896,0.6947020121138104,0.8383651066900472,0.6085574332211843,0.7536405838131429,off,off
2025-04-29,0.4661657931560713,0.3222119167763408,0.7630152992504154,0.8608343950399885,0.603056851055704,0.7436031761825446,off,off
2025-04-30,0.5252929584758034,0.3278001168759567,0.7692416579672764,0.8832970342618082,0.6264079418952112,0.7935781603671324,off,off
2025-05-01,0.5140509794603961,0.29392666576794746,0.6131636160685916,0.9598575144700499,0.5952496939417462,0.7316633788765506,off,off
2025-05-02,0.29951846054976045,0.2435360530835141,0.43348435323287654,0.9350619663624128,0.477900208307141,0.4832476984976361,neutral,neutral
2025-05-05,0.40672566022444206,0.2341009333737855,0.5258050931104009,0.9181461911260779,0.5211944694586765,0.5838059577849026,off,neutral
2025-05-06,0.5317980332374784,0.25917958696892895,0.5781322112110551,0.8599157500200578,0.5572563953593801,0.6578741225981224,off,off
2025-05-07,0.39653371836630064,0.26982296052797317,0.38690426403102646,0.8961546937879042,0.4873539091783011,0.49593818842511683,neutral,neutral
2025-05-08,0.2769205762216676,0.22567942865530988,0.350197492246698,0.9973119961200093,0.4625273733109212,0.4524438316692562,neutral,neutral
2025-05-09,0.21207044062565306,0.21631784285459837,0.40287442028384196,0.9675800083476682,0.4497106780279404,0.4281279134119184,neutral,neutral
2025-05-12,-0.180258669337752,0.12287584490541317,0.47857596255976276,1.110023023008395,0.3828040402839547,0.3073440834386517,neutral,neutral
2025-05-13,-0.19924071704877766,0.11428612217022689,0.39457033609291703,1.0320375585849186,0.33541332494982123,0.20397744443324542,neutral,neutral
2025-05-14,-0.15450181268348132,0.10101826797646465,0.41270475045626887,1.0357397382778737,0.3487402360067815,0.23769565690197486,neutral,neutral
